2750000,23434.736,-248.473,528.690
2775000,23646.508,-245.685,350.678
2800000,23858.059,-227.061,372.386
2825000,24070.930,-260.653,389.912
2850000,24282.871,-283.824,361.145
2875000,24493.979,-199.528,633.768
2900000,24704.436,-287.621,206.993
2925000,24917.238,-270.400,320.415
2950000,25128.503,-211.400,440.152
2975000,25341.251,-251.130,190.201
3000000,25554.295,-277.410,327.409
3025000,25765.704,-239.368,531.913
3050000,25977.462,-206.935,504.860
3075000,26188.375,-228.204,455.609
3100000,26401.743,-241.124,474.422
3125000,26614.197,-226.672,443.198
3150000,26826.805,-217.949,527.030
3175000,27038.029,-245.106,515.295
3200000,27249.935,-243.242,512.344
3225000,27461.858,-212.810,544.147
3250000,27673.816,-248.454,445.005
3275000,27886.611,-219.391,492.261
3300000,28096.294,-245.483,379.417
3325000,28308.296,-258.335,424.244
3350000,28522.472,-296.547,293.596
3375000,28735.107,-234.241,433.270
3400000,28946.735,-235.849,464.296
3425000,29160.130,-230.137,500.328
3450000,29372.750,-215.410,584.126
3475000,29584.197,-234.889,622.848
3500000,29796.036,-237.595,475.838
3525000,30009.822,-213.743,544.483
3550000,30222.972,-262.909,284.207
3575000,30434.802,-273.411,188.630
3600000,30644.949,-215.838,413.710
3625000,30855.496,-262.287,481.070
3650000,31065.892,-271.621,324.019
3675000,31275.460,-231.790,564.611
3700000,31484.107,-207.573,643.862
3725000,31693.441,-242.515,512.596
3750000,31904.697,-238.818,354.215
3775000,32113.288,-201.816,539.252
3800000,32321.098,-186.573,604.294
3825000,32531.143,-218.151,547.857
3850000,32740.313,-269.533,420.411
3875000,32951.192,-252.782,373.221
3900000,33160.600,-233.011,411.062
3925000,33371.396,-252.950,419.783
3950000,33580.375,-221.424,507.125
3975000,33790.251,-214.289,430.728
4000000,33998.355,-189.264,622.345
4025000,34208.666,-197.150,544.500
4050000,34416.808,-177.689,631.070
4075000,34626.816,-186.690,681.298
4100000,34835.417,-238.263,469.803
4125000,35044.999,-218.177,466.760
4150000,35254.689,-206.010,563.584
4175000,35463.887,-197.698,616.930
4200000,35675.462,-232.328,441.553
4225000,35884.283,-161.490,663.267
4250000,36092.542,-193.645,595.081
4275000,36302.406,-212.306,478.825
4300000,36511.333,-196.420,601.167
4325000,36720.451,-229.461,427.706
4350000,36929.511,-192.122,564.190
4375000,37139.735,-186.360,594.951
4400000,37350.213,-225.456,501.840
4425000,37560.432,-229.362,455.963
4450000,37770.579,-207.915,405.658
4475000,37982.185,-225.715,366.178
4500000,38190.520,-220.862,473.789
4525000,38401.071,-197.476,560.977
4550000,38610.132,-173.366,556.571
4575000,38821.119,-243.566,355.460
4600000,39031.601,-218.272,430.874
4625000,39243.883,-206.054,456.410
4650000,39454.418,-180.101,623.306
4675000,39663.459,-206.745,515.230
4700000,39873.714,-201.335,656.019
4725000,40084.020,-188.236,591.662
4750000,40289.462,-203.416,597.078
4775000,40498.755,-194.392,545.353
4800000,40707.552,-164.732,622.362
4825000,40918.030,-161.579,620.017
4850000,41126.853,-160.447,626.506
4875000,41338.060,-196.413,587.199
4900000,41546.914,-205.015,509.483
4925000,41757.033,-218.594,515.985
4950000,41967.017,-213.360,554.576
4975000,42178.572,-213.029,562.012
5000000,42390.062,-218.116,476.399
